Database name,Table Name,Field Name,Type,Description,Example,turn_n
club_1,Student,LName,VARCHAR(12),Last name of the student.,Smith,0
club_1,Student,Age,INTEGER,Age of the student.,18,0
club_1,Student,Major,INTEGER,Code representing the student's major.,600,0
club_1,Club,ClubLocation,VARCHAR(40),Location where the club meets.,AKW,0
club_1,Student,Fname,VARCHAR(12),First name of the student.,Linda,0
club_1,Student,city_code,VARCHAR(3),Code representing the student's city.,BAL,0
club_1,Student,Sex,VARCHAR(1),Gender of the student.,F,0
club_1,Student,Advisor,INTEGER,ID of the student's academic advisor.,1121,0
club_1,Club,ClubID,INTEGER,Unique identifier for a club; primary key.,1,0
club_1,Student,StuID,INTEGER,Unique identifier for a student; primary key.,1001,0
club_1,Member_of_club,ClubID,INTEGER,Club ID of the club the student is a member of; foreign key referencing Club.ClubID.,1,0
club_1,Club,ClubName,VARCHAR(40),Name of the club.,Bootup Baltimore,0
club_1,Member_of_club,Position,VARCHAR(40),Position held by the student within the club.,President,0
club_1,Member_of_club,StuID,INTEGER,Student ID of a club member; foreign key referencing Student.StuID.,1001,0
club_1,Club,ClubDesc,VARCHAR(1024),Description of the club's activities.,Refurbish computers; teach kids and adults about computer basics.,0
