Database name,Table Name,Field Name,Type,Description,Example,turn_n
loan_1,customer,credit_score,INT,Customer's credit score.,30,0
loan_1,customer,acc_bal,INT,Account balance of the customer.,2000,0
loan_1,customer,acc_type,char(1),Type of account the customer has.,saving,0
loan_1,loan,loan_type,varchar(15),Type of loan.,Mortgages,0
loan_1,loan,cust_ID,varchar(3),Foreign key referencing the customer who took the loan.,1,0
loan_1,loan,branch_ID,varchar(3),Foreign key referencing the bank branch that issued the loan.,1,0
loan_1,customer,state,varchar(20),State where the customer resides.,Utah,0
loan_1,bank,state,varchar(20),State where the branch is located.,New York,0
loan_1,bank,no_of_customers,INT,Number of customers associated with the branch.,203,0
loan_1,bank,city,varchar(10),City where the branch is located.,New York City,0
loan_1,loan,amount,INT,Loan amount.,2050,0
loan_1,customer,branch_ID,INT,Foreign key referencing the bank branch the customer belongs to.,2,0
loan_1,loan,loan_ID,varchar(3),Unique identifier for a loan; primary key.,1,0
loan_1,bank,bname,varchar(20),Name of the bank branch.,morningside,0
loan_1,customer,no_of_loans,INT,Number of loans the customer has.,2,0
loan_1,customer,cust_ID,varchar(3),Unique identifier for a customer; primary key.,1,0
loan_1,customer,cust_name,varchar(20),Name of the customer.,Mary,0
loan_1,bank,branch_ID,INT,Unique identifier for a bank branch; primary key.,1,0
