Database name,Table Name,Field Name,Type,Description,Example,turn_n
wedding,people,Country,TEXT,Country of residence for the person.,Canada,0
wedding,church,Continuation_of,TEXT,Name of the church this church continued from.,Church of Christ,0
wedding,church,Organized_by,TEXT,Name of the person who organized the church.,Wycam Clark,0
wedding,church,Church_ID,INT,Unique identifier for each church.,1,0
wedding,wedding,Year,INT,Year the wedding took place.,2014,0
wedding,wedding,Church_ID,INT,Foreign key referencing the church where the wedding took place.,1,0
wedding,wedding,Male_ID,INT,Foreign key referencing the male participant in the wedding.,1,0
wedding,church,Open_Date,INT,Year the church was established.,1831,0
wedding,church,Name,TEXT,Name of the church.,Pure Church of Christ,0
wedding,wedding,Female_ID,INT,Foreign key referencing the female participant in the wedding.,2,0
wedding,people,Name,TEXT,Name of the person.,Mike Weir,0
wedding,people,People_ID,INT,Unique identifier for each person.,1,0
wedding,people,Age,INT,Age of the person in years.,34,0
wedding,people,Is_Male,TEXT,"Gender of the person, represented as 'T' for male and 'F' for female.",T,0
