Database name,Table Name,Field Name,Type,Description,Example,turn_n
product_catalog,Attribute_Definitions,attribute_data_type,VARCHAR(10),"Data type of the attribute, such as 'Bool'.",Bool,0
product_catalog,Catalog_Contents,catalog_entry_id,INTEGER,Unique identifier for the catalog entry; primary key.,1,0
product_catalog,Catalog_Contents,price_in_pounds,DOUBLE,Price of the product in British pounds.,172.17,0
product_catalog,Catalog_Contents,length,VARCHAR(20),Length of the product.,3,0
product_catalog,Catalog_Contents,price_in_euros,DOUBLE,Price of the product in Euros.,159.84,0
product_catalog,Catalog_Contents_Additional_Attributes,catalog_entry_id,INTEGER,Identifier of the catalog entry; foreign key referencing Catalog_Contents.,5,0
product_catalog,Attribute_Definitions,attribute_id,INTEGER,Unique identifier for the attribute definition; primary key.,1,0
product_catalog,Catalogs,date_of_publication,DATETIME,Date when the catalog was published.,2013-03-15 05:09:17,0
product_catalog,Catalog_Contents,capacity,VARCHAR(20),Capacity of the product.,1,0
product_catalog,Catalog_Contents,parent_entry_id,INTEGER,Identifier of the parent catalog entry in the hierarchy.,5,0
product_catalog,Catalogs,catalog_publisher,VARCHAR(80),Publisher of the catalog.,Koepp-Rutherford handmade chocolate store,0
product_catalog,Catalog_Contents,width,VARCHAR(20),Width of the product.,5,0
product_catalog,Catalog_Contents,previous_entry_id,INTEGER,Identifier of the previous catalog entry.,9,0
product_catalog,Catalog_Contents,height,VARCHAR(20),Height of the product.,9,0
product_catalog,Catalog_Structure,catalog_id,INTEGER,Identifier of the catalog; foreign key referencing Catalogs.,1,0
product_catalog,Catalog_Structure,catalog_level_name,VARCHAR(50),"Name of the catalog level, such as 'Category' or 'Sub-Category'.",Category,0
product_catalog,Catalogs,date_of_latest_revision,DATETIME,Date of the latest revision of the catalog.,2017-09-26 12:10:36,0
product_catalog,Attribute_Definitions,attribute_name,VARCHAR(30),"Name of the attribute, such as 'Black', 'Yellow', or 'Green'.",Green,0
product_catalog,Catalog_Contents,product_stock_number,VARCHAR(50),Stock number for the product.,89 cp,0
product_catalog,Catalog_Contents,catalog_level_number,INTEGER,Indicates the level of the catalog entry in the hierarchy; foreign key referencing Catalog_Structure.,1,0
product_catalog,Catalogs,catalog_name,VARCHAR(50),"Name of the catalog, such as 'Breakfast Tea'.",Chocolate,0
product_catalog,Catalogs,catalog_id,INTEGER,Unique identifier for the catalog; primary key.,1,0
product_catalog,Catalog_Contents,next_entry_id,INTEGER,Identifier of the next catalog entry.,7,0
product_catalog,Catalog_Structure,catalog_level_number,INTEGER,Unique identifier for the catalog level; primary key.,1,0
product_catalog,Catalog_Contents,price_in_dollars,DOUBLE,Price of the product in US dollars.,200.78,0
product_catalog,Catalog_Contents_Additional_Attributes,catalog_level_number,INTEGER,Catalog level number; foreign key referencing Catalog_Structure.,8,0
product_catalog,Catalog_Contents_Additional_Attributes,attribute_value,VARCHAR(255),Value of the attribute for the catalog entry.,1,0
product_catalog,Catalog_Contents,catalog_entry_name,VARCHAR(80),"Name of the catalog entry, such as 'Mountain Dew'.",Cola,0
product_catalog,Catalog_Contents_Additional_Attributes,attribute_id,INTEGER,Identifier of the attribute; foreign key referencing Attribute_Definitions.,4,0
