Database name,Table Name,Field Name,Type,Description,Example,turn_n
pilot_record,aircraft,Fuel_Propulsion,TEXT,"The type of fuel or propulsion system utilized, such as Diesel or Hybrid.",Diesel,0
pilot_record,aircraft,Model,TEXT,"The specific model designation of the aircraft or vehicle, including variations like High Floor or Low Floor.",Phantom (High Floor),0
pilot_record,pilot,Team,TEXT,"The name of the team, school, or organization associated with the pilot.",Bradley,0
pilot_record,pilot_record,Pilot_ID,INT,"Foreign key linking to the pilot table, identifying the pilot involved in this record; also part of the primary key structure.",1,0
pilot_record,pilot,Rank,INT,"A numerical value associated with the pilot, potentially indicating rank or an identifier number.",13,0
pilot_record,aircraft,Order_Year,INT,"The year in which the aircraft or vehicle was ordered, stored as an integer.",1992,0
pilot_record,pilot,Position,TEXT,"The specific role, position, or team classification assigned to the pilot.",Center Team,0
pilot_record,pilot_record,Record_ID,INT,An integer identifier for the specific record entry within the table.,1,0
pilot_record,pilot_record,Aircraft_ID,INT,"Foreign key linking to the aircraft table, identifying the aircraft associated with this record; also part of the primary key structure.",1,0
pilot_record,pilot,Pilot_name,TEXT,The full name of the individual identified as a pilot within this dataset.,Patrick O'Bryant,0
pilot_record,pilot,Pilot_ID,INT,Primary key that uniquely identifies each pilot record in the table.,1,0
pilot_record,aircraft,Powertrain,TEXT,Detailed specification of the engine and transmission system configuration used in the vehicle.,DD S50EGR Allison WB-400R,0
pilot_record,pilot,Join_Year,INT,"The year the pilot joined the organization or team, stored as an integer.",2009,0
pilot_record,pilot_record,Date,TEXT,"The date of the event or record entry, stored as text in YYYY/MM/DD format; also part of the primary key structure.",2003/01/04,0
pilot_record,aircraft,Fleet_Series,TEXT,"A text string representing the fleet series identifier, often including a range and count of units.",444-464 (21),0
pilot_record,pilot,Age,INT,The age of the pilot in years at the time of the record.,33,0
pilot_record,aircraft,Aircraft_ID,INT,Primary key that uniquely identifies each aircraft or vehicle record in the table.,1,0
pilot_record,pilot,Nationality,TEXT,"The country of origin or citizenship of the pilot, such as United States or Nigeria.",United States,0
pilot_record,aircraft,Manufacturer,TEXT,"The name of the company that manufactured the aircraft or vehicle, such as Gillig or NFI.",Gillig,0
