Database name,Table Name,Field Name,Type,Description,Example,turn_n
race_track,race,Race_ID,INT,Unique identifier for a race event; primary key.,1,0
race_track,track,Name,TEXT,Name of the race track.,Auto Club Speedway,0
race_track,track,Seating,REAL,Number of seats available at the race track.,92000.0,0
race_track,race,Date,TEXT,Date on which the race event occurred.,January 26 January 27,0
race_track,track,Track_ID,INT,Unique identifier for a race track; primary key.,1,0
race_track,track,Location,TEXT,Geographical location of the race track.,"Fontana, CA",0
race_track,track,Year_Opened,REAL,Year in which the race track was opened.,1997.0,0
race_track,race,Name,TEXT,Name of the race event.,Rolex 24 At Daytona,0
race_track,race,Class,TEXT,Classification or category of the race.,DP/GT,0
race_track,race,Track_ID,TEXT,Foreign key referencing the track where the race was held.,1,0
