Database name,Table Name,Field Name,Type,Description,Example,turn_n
department_store,Customers,payment_method_code,VARCHAR(10),Code representing the customer's preferred payment method.,Credit Card,0
department_store,Customers,customer_email,VARCHAR(80),Email address of the customer.,margarett.vonrueden@example.com,0
department_store,Suppliers,supplier_id,INTEGER,Unique identifier for a supplier.,1,0
department_store,Department_Stores,dept_store_id,INTEGER,Unique identifier for a department store.,1,0
department_store,Supplier_Addresses,supplier_id,INTEGER,"Foreign key referencing the Suppliers table, identifying the supplier.",4,0
department_store,Departments,department_id,INTEGER,Unique identifier for a department.,1,0
department_store,Customer_Addresses,date_to,DATETIME,End date for which the customer lived at the address.,2018-03-20 20:52:34,0
department_store,Department_Store_Chain,dept_store_chain_id,INTEGER,Unique identifier for a department store chain.,1,0
department_store,Customers,customer_name,VARCHAR(80),Name of the customer.,Ahmed,0
department_store,Customer_Orders,order_id,INTEGER,Unique identifier for a customer order.,1,0
department_store,Customer_Addresses,date_from,DATETIME,Start date for which the customer lived at the address.,2017-12-11 05:00:22,0
department_store,Staff_Department_Assignments,job_title_code,VARCHAR(10),Code representing the staff member's job title.,Department Manager,0
department_store,Customer_Orders,customer_id,INTEGER,"Foreign key referencing the Customers table, identifying the customer who placed the order.",12,0
department_store,Customer_Orders,order_date,DATETIME,Date and time when the order was placed.,2018-02-10 15:44:48,0
department_store,Department_Stores,dept_store_chain_id,INTEGER,"Foreign key referencing the Department_Store_Chain table, identifying the chain the store belongs to.",1,0
department_store,Department_Stores,store_address,VARCHAR(255),Address of the department store.,"01290 Jeremie Parkway Suite 753
North Arielle, MS 51249",0
department_store,Staff,staff_gender,VARCHAR(1),Gender of the staff member.,1,0
department_store,Products,product_name,VARCHAR(80),Name of the product.,red jeans,0
department_store,Staff_Department_Assignments,date_assigned_from,DATETIME,Start date for which the staff member was assigned to the department.,2017-06-11 22:55:20,0
department_store,Order_Items,order_item_id,INTEGER,Unique identifier for an order item.,1,0
department_store,Products,product_type_code,VARCHAR(10),Code representing the type of product.,Clothes,0
department_store,Staff_Department_Assignments,staff_id,INTEGER,"Foreign key referencing the Staff table, identifying the staff member.",5,0
department_store,Customer_Orders,order_status_code,VARCHAR(10),"Code representing the status of the order (e.g., New, Completed, Cancelled).",Completed,0
department_store,Suppliers,supplier_name,VARCHAR(80),Name of the supplier.,Lidl,0
department_store,Department_Stores,store_phone,VARCHAR(80),Phone number of the department store.,(948)944-5099x2027,0
department_store,Product_Suppliers,supplier_id,INTEGER,"Foreign key referencing the Suppliers table, identifying the supplier.",3,0
department_store,Staff_Department_Assignments,date_assigned_to,DATETIME,End date for which the staff member was assigned to the department.,2018-03-23 21:59:11,0
department_store,Product_Suppliers,total_amount_purchased,VARCHAR(80),Total amount of the product purchased.,89366.05,0
department_store,Customer_Addresses,address_id,INTEGER,"Foreign key referencing the Addresses table, identifying the address associated with the customer.",9,0
department_store,Product_Suppliers,total_value_purchased,"DECIMAL(19,4)",Total value of the product purchased.,36014.6,0
department_store,Staff,staff_name,VARCHAR(80),Name of the staff member.,Tom,0
department_store,Customers,customer_address,VARCHAR(255),Address of the customer.,"75099 Tremblay Port Apt. 163
South Norrisland, SC 80546",0
department_store,Product_Suppliers,date_supplied_from,DATETIME,Start date for which the supplier supplied the product.,2017-06-19 00:49:05,0
department_store,Supplier_Addresses,date_to,DATETIME,End date for which the supplier used the address.,2018-03-14 20:06:37,0
department_store,Suppliers,supplier_phone,VARCHAR(80),Phone number of the supplier.,(692)009-5928,0
department_store,Addresses,address_details,VARCHAR(255),"Detailed address information, including street address, city, and state.","28481 Crist Circle
East Burdettestad, IA 21232",0
department_store,Staff,staff_id,INTEGER,Unique identifier for a staff member.,1,0
department_store,Order_Items,product_id,INTEGER,"Foreign key referencing the Products table, identifying the product in the order item.",7,0
department_store,Customers,customer_phone,VARCHAR(80),Phone number of the customer.,254-072-4068x33935,0
department_store,Products,product_id,INTEGER,Unique identifier for a product.,1,0
department_store,Order_Items,order_id,INTEGER,"Foreign key referencing the Customer_Orders table, identifying the order the item belongs to.",9,0
department_store,Product_Suppliers,date_supplied_to,DATETIME,End date for which the supplier supplied the product.,2018-03-24 19:29:18,0
department_store,Staff_Department_Assignments,department_id,INTEGER,"Foreign key referencing the Departments table, identifying the department the staff member is assigned to.",4,0
department_store,Customer_Addresses,customer_id,INTEGER,"Foreign key referencing the Customers table, identifying the customer associated with the address.",2,0
department_store,Supplier_Addresses,address_id,INTEGER,"Foreign key referencing the Addresses table, identifying the address associated with the supplier.",5,0
department_store,Addresses,address_id,INTEGER,Unique identifier for an address.,1,0
department_store,Department_Stores,store_name,VARCHAR(80),Name of the department store.,store_name,0
department_store,Departments,dept_store_id,INTEGER,"Foreign key referencing the Department_Stores table, identifying the store the department belongs to.",5,0
department_store,Products,product_price,"DECIMAL(19,4)",Price of the product.,734.73,0
department_store,Department_Stores,store_email,VARCHAR(80),Email address of the department store.,bmaggio@example.com,0
department_store,Supplier_Addresses,date_from,DATETIME,Start date for which the supplier used the address.,2016-09-22 16:41:31,0
department_store,Department_Store_Chain,dept_store_chain_name,VARCHAR(80),Name of the department store chain.,South,0
department_store,Customers,customer_id,INTEGER,Unique identifier for a customer.,1,0
department_store,Customers,customer_code,VARCHAR(20),Unique code identifying the customer.,401,0
department_store,Departments,department_name,VARCHAR(80),Name of the department.,human resource,0
department_store,Product_Suppliers,product_id,INTEGER,"Foreign key referencing the Products table, identifying the product being supplied.",4,0
