Database name,Table Name,Field Name,Type,Description,Example,turn_n
insurance_policies,Payments,Settlement_ID,INTEGER,"Foreign key referencing the Settlements table, indicating the settlement to which the payment applies.",,0
insurance_policies,Settlements,Amount_Settled,INTEGER,The amount settled for the claim.,1181,0
insurance_policies,Settlements,Date_Claim_Settled,DATE,Date when the claim was settled.,2018-01-16,0
insurance_policies,Claims,Claim_ID,INTEGER,Unique identifier for a claim.,143,0
insurance_policies,Claims,Date_Claim_Made,DATE,Date when the claim was initially submitted.,2017-03-11,0
insurance_policies,Claims,Amount_Claimed,INTEGER,The total amount claimed in the claim.,43884,0
insurance_policies,Payments,Payment_Method_Code,VARCHAR(255),"Code representing the method of payment (e.g., Visa, MasterCard).",,0
insurance_policies,Customer_Policies,Policy_Type_Code,CHAR(15),"Code representing the type of policy (e.g., Life, Property).",Car,0
insurance_policies,Settlements,Claim_ID,INTEGER,"Foreign key referencing the Claims table, indicating the claim being settled.",486,0
insurance_policies,Claims,Amount_Settled,INTEGER,The amount that was ultimately settled for the claim.,1085,0
insurance_policies,Customer_Policies,Start_Date,DATE,The date when the policy became active.,2018-01-21,0
insurance_policies,Payments,Payment_ID,INTEGER,Unique identifier for a payment.,,0
insurance_policies,Settlements,Settlement_ID,INTEGER,Unique identifier for a settlement.,357,0
insurance_policies,Settlements,Customer_Policy_ID,INTEGER,Identifier for the customer policy associated with the settlement.,515,0
insurance_policies,Claims,Date_Claim_Settled,DATE,Date when the claim was settled.,2017-11-03,0
insurance_policies,Customers,Customer_ID,INTEGER,Unique identifier for a customer.,1,0
insurance_policies,Settlements,Amount_Claimed,INTEGER,The amount initially claimed.,38543,0
insurance_policies,Customers,Customer_Details,VARCHAR(255),"Details about the customer, such as name and title.",America Jaskolski,0
insurance_policies,Payments,Date_Payment_Made,DATE,Date when the payment was made.,,0
insurance_policies,Claims,Policy_ID,INTEGER,"Foreign key referencing the Customer_Policies table, indicating the policy associated with the claim.",744,0
insurance_policies,Settlements,Date_Claim_Made,DATE,Date when the claim was made.,2018-08-07,0
insurance_policies,Customer_Policies,End_Date,DATE,The date when the policy expires.,2017-12-15,0
insurance_policies,Customer_Policies,Policy_ID,INTEGER,Unique identifier for a customer policy.,119,0
insurance_policies,Payments,Amount_Payment,INTEGER,The amount of the payment.,,0
insurance_policies,Customer_Policies,Customer_ID,INTEGER,"Foreign key referencing the Customers table, indicating the customer who owns the policy.",1,0
