Database name,Table Name,Field Name,Type,Description,Example,turn_n
coffee_shop,shop,Score,REAL,Real number representing a performance or rating score for the shop.,42.0,0
coffee_shop,happy_hour_member,Total_amount,REAL,Real number representing the total monetary amount spent by the member during the happy hour.,,0
coffee_shop,shop,Num_of_staff,TEXT,Field representing the number of staff members employed at the shop.,13,0
coffee_shop,happy_hour,HH_ID,INT,Primary key component uniquely identifying a specific happy hour record.,1,0
coffee_shop,shop,Open_Year,TEXT,Field indicating the year in which the shop was opened.,2010,0
coffee_shop,happy_hour_member,HH_ID,INT,Primary key component identifying the specific happy hour event associated with the member transaction.,,0
coffee_shop,member,Member_ID,INT,Primary key uniquely identifying a member in the database.,,0
coffee_shop,shop,Address,TEXT,Text field storing the physical street address of the shop.,1200 Main Street,0
coffee_shop,happy_hour_member,Member_ID,INT,"Primary key component and foreign key linking to the member table, identifying the participating member.",,0
coffee_shop,shop,Shop_ID,INT,Primary key uniquely identifying a shop location.,1,0
coffee_shop,happy_hour,Num_of_shaff_in_charge,INT,Integer representing the number of staff members in charge during the happy hour event.,10,0
coffee_shop,happy_hour,Shop_ID,INT,"Primary key component and foreign key linking to the shop table, identifying the location where the happy hour took place.",1,0
coffee_shop,member,Level_of_membership,INT,Integer indicating the tier or level of membership held by the individual.,,0
coffee_shop,member,Age,INT,Integer representing the age of the member.,,0
coffee_shop,happy_hour,Month,TEXT,Primary key component indicating the month during which the happy hour event occurred.,May,0
coffee_shop,member,Address,TEXT,Text field storing the city or location address associated with the member.,,0
coffee_shop,member,Name,TEXT,Text field storing the full name of the member.,,0
coffee_shop,member,Membership_card,TEXT,Text field indicating the type or color designation of the membership card.,,0
coffee_shop,member,Time_of_purchase,INT,Integer representing a time value associated with purchase activity for the member.,,0
