Database name,Table Name,Field Name,Type,Description,Example,turn_n
customers_card_transactions,Customers,customer_email,VARCHAR(255),Email address associated with the customer.,fahey.dorian@example.com,0
customers_card_transactions,Customers_Cards,card_type_code,VARCHAR(15),"Classification of the payment card, such as Credit or Debit.",Credit,0
customers_card_transactions,Financial_Transactions,transaction_id,INTEGER,Unique identifier for a financial transaction record.,1,0
customers_card_transactions,Customers_Cards,other_card_details,VARCHAR(255),Additional numeric or descriptive details related to the card.,5567915676420343,0
customers_card_transactions,Customers,customer_first_name,VARCHAR(20),The first name of the customer.,Aniyah,0
customers_card_transactions,Customers_Cards,card_number,VARCHAR(80),The unique number associated with the payment card.,4560596484842,0
customers_card_transactions,Financial_Transactions,transaction_type,VARCHAR(15),"Category of the financial activity, such as Payment or Refund.",Payment,0
customers_card_transactions,Customers,customer_address,VARCHAR(255),"The physical mailing address of the customer, potentially spanning multiple lines.","55975 Theodore Estates
Lake Brody, VT 57078",0
customers_card_transactions,Financial_Transactions,account_id,INTEGER,Foreign key linking the transaction to the specific account involved in the Accounts table.,15,0
customers_card_transactions,Financial_Transactions,transaction_date,DATETIME,The date and time when the transaction was recorded.,2018-03-24 06:41:41,0
customers_card_transactions,Customers,customer_last_name,VARCHAR(20),The last name of the customer.,Feest,0
customers_card_transactions,Customers,customer_phone,VARCHAR(255),Contact telephone number for the customer.,(673)872-5338,0
customers_card_transactions,Accounts,account_id,INTEGER,Primary key uniquely identifying each account record.,1,0
customers_card_transactions,Accounts,customer_id,INTEGER,Identifier linking the account to a specific customer in the Customers table.,6,0
customers_card_transactions,Customers_Cards,card_id,INTEGER,Primary key uniquely identifying each card record.,1,0
customers_card_transactions,Financial_Transactions,transaction_amount,DOUBLE,The monetary value associated with the transaction.,1701.23,0
customers_card_transactions,Accounts,account_name,VARCHAR(50),A numeric code or short name assigned to identify the account.,338,0
customers_card_transactions,Customers_Cards,date_valid_from,DATETIME,The start date and time for the validity period of the card.,2011-04-17 09:05:28,0
customers_card_transactions,Financial_Transactions,card_id,INTEGER,Foreign key linking the transaction to the specific card used in the Customers_Cards table.,1,0
customers_card_transactions,Customers_Cards,date_valid_to,DATETIME,The end date and time for the validity period of the card.,2018-03-07 17:06:19,0
customers_card_transactions,Accounts,other_account_details,VARCHAR(255),"Additional classification or status information for the account, such as tier level (e.g., Regular, VIP).",Regular,0
customers_card_transactions,Customers,other_customer_details,VARCHAR(255),Miscellaneous additional information regarding the customer.,,0
customers_card_transactions,Financial_Transactions,other_transaction_details,VARCHAR(255),Additional miscellaneous information regarding the transaction.,,0
customers_card_transactions,Customers,customer_id,INTEGER,Primary key uniquely identifying each customer record.,1,0
customers_card_transactions,Customers_Cards,customer_id,INTEGER,Identifier linking the card to the owning customer in the Customers table.,14,0
customers_card_transactions,Financial_Transactions,previous_transaction_id,INTEGER,"Identifier referencing a preceding transaction, potentially for sequencing or audit purposes.",925,0
customers_card_transactions,Financial_Transactions,transaction_comment,VARCHAR(255),Optional text notes describing the transaction.,,0
