Database name,Table Name,Field Name,Type,Description,Example,turn_n
formula_1,constructorStandings,constructorId,INTEGER,Foreign key referencing the constructor.,1,0
formula_1,drivers,dob,TEXT,Driver's date of birth.,07/01/1985,0
formula_1,drivers,number,TEXT,Driver's racing number.,44,0
formula_1,qualifying,driverId,INTEGER,Foreign key referencing the driver.,,0
formula_1,status,status,TEXT,Description of the status.,,0
formula_1,races,time,TEXT,Time the race started.,06:00:00,0
formula_1,driverStandings,wins,INTEGER,Number of wins achieved by the driver.,1,0
formula_1,results,resultId,INTEGER,Unique identifier for a race result.,1,0
formula_1,circuits,circuitRef,TEXT,Short reference code for the circuit.,albert_park,0
formula_1,lapTimes,milliseconds,INTEGER,Lap time in milliseconds.,,0
formula_1,constructorResults,constructorId,INTEGER,Foreign key referencing the constructor.,,0
formula_1,results,statusId,INTEGER,Foreign key referencing the status of the driver's result.,1,0
formula_1,results,driverId,INTEGER,Foreign key referencing the driver.,1,0
formula_1,status,statusId,INTEGER,Unique identifier for a status.,,0
formula_1,seasons,year,INTEGER,Year of the racing season.,,0
formula_1,constructorResults,status,TEXT,Status of the constructor's result in the race.,,0
formula_1,constructorStandings,positionText,TEXT,Textual representation of the constructor's position.,1,0
formula_1,results,raceId,INTEGER,Foreign key referencing the race.,18,0
formula_1,pitStops,stop,INTEGER,Pit stop number.,,0
formula_1,results,grid,INTEGER,Driver's starting grid position.,1,0
formula_1,results,laps,TEXT,Number of laps completed by the driver.,58,0
formula_1,constructorResults,points,REAL,Points earned by the constructor in the race.,,0
formula_1,drivers,driverId,INTEGER,Unique identifier for a driver.,1,0
formula_1,driverStandings,driverStandingsId,INTEGER,Unique identifier for a driver's standings.,1,0
formula_1,constructors,nationality,TEXT,Nationality of the constructor.,British,0
formula_1,qualifying,q2,TEXT,Driver's time in the second qualifying session.,,0
formula_1,qualifying,constructorId,INTEGER,Foreign key referencing the constructor.,,0
formula_1,driverStandings,driverId,INTEGER,Foreign key referencing the driver.,1,0
formula_1,lapTimes,time,TEXT,Lap time.,,0
formula_1,drivers,driverRef,TEXT,Short reference code for the driver.,hamilton,0
formula_1,constructors,url,TEXT,URL providing more information about the constructor.,http://en.wikipedia.org/wiki/McLaren,0
