Database name,Table Name,Field Name,Type,Description,Example,turn_n
sakila_1,payment,payment_id,SMALLINT UNSIGNED,Unique identifier for a payment.,1,0
sakila_1,film,rating,,The film's rating.,PG,0
sakila_1,language,language_id,TINYINT UNSIGNED,Unique identifier for a language.,,0
sakila_1,actor,last_update,TIMESTAMP,The timestamp of the last update to the actor's record.,2006-02-15 04:34:33,0
sakila_1,rental,customer_id,SMALLINT UNSIGNED,Foreign key referencing the customer who rented the item.,130,0
sakila_1,store,last_update,TIMESTAMP,The timestamp of the last update to the store record.,,0
sakila_1,category,category_id,TINYINT UNSIGNED,Unique identifier for a film category.,1,0
sakila_1,store,store_id,TINYINT UNSIGNED,Unique identifier for a store.,,0
sakila_1,customer,last_name,VARCHAR(45),The last name of the customer.,SMITH,0
sakila_1,customer,create_date,DATETIME,The date the customer account was created.,2006-02-14 22:04:36,0
sakila_1,city,city,VARCHAR(50),The name of the city.,A Corua (La Corua),0
sakila_1,customer,active,BOOLEAN,Boolean indicating if the customer is active.,1,0
sakila_1,store,address_id,SMALLINT UNSIGNED,Foreign key referencing the store's address.,,0
sakila_1,film_category,last_update,TIMESTAMP,The timestamp of the last update to the film-category record.,2006-02-15 05:07:09,0
sakila_1,film,language_id,TINYINT UNSIGNED,Foreign key referencing the original language of the film.,1,0
sakila_1,rental,rental_date,DATETIME,The date the item was rented.,2005-05-24 22:53:30,0
sakila_1,actor,last_name,VARCHAR(45),The last name of the actor.,GUINESS,0
sakila_1,payment,last_update,TIMESTAMP,The timestamp of the last update to the payment record.,2006-02-15 22:12:30,0
sakila_1,country,country_id,SMALLINT UNSIGNED,Unique identifier for a country.,1,0
sakila_1,address,address2,VARCHAR(50),Secondary address line.,,0
sakila_1,actor,actor_id,SMALLINT UNSIGNED,Unique identifier for an actor.,1,0
sakila_1,category,name,VARCHAR(25),The name of the film category.,Action,0
sakila_1,film,last_update,TIMESTAMP,The timestamp of the last update to the film record.,2006-02-15 05:03:42,0
sakila_1,rental,rental_id,INT,Unique identifier for a rental.,1,0
sakila_1,film,special_features,,Special features included with the film.,"Deleted Scenes,Behind the Scenes",0
sakila_1,staff,picture,BLOB,A picture of the staff member.,,0
sakila_1,category,last_update,TIMESTAMP,The timestamp of the last update to the category record.,2006-02-15 04:46:27,0
sakila_1,payment,staff_id,TINYINT UNSIGNED,Foreign key referencing the staff member who processed the payment.,1,0
sakila_1,customer,address_id,SMALLINT UNSIGNED,Foreign key referencing the customer's address.,5,0
