Database name,Table Name,Field Name,Type,Description,Example,turn_n
aircraft,aircraft,Max_Gross_Weight,varchar(50),Maximum gross weight of the aircraft.,"1,370 lb (635 kg)",0
aircraft,match,Winning_Aircraft,TEXT,"Foreign key referencing the Aircraft table, representing the winning aircraft.",1,0
aircraft,airport,Domestic_Passengers,REAL,Number of domestic passengers at the airport.,5562516.0,0
aircraft,airport_aircraft,ID,INT,Unique identifier for the airport-aircraft relationship.,1,0
aircraft,aircraft,Description,varchar(50),Brief description of the aircraft type.,Light utility helicopter,0
aircraft,airport_aircraft,Airport_ID,INT,Foreign key referencing the Airport table.,6,0
aircraft,match,Country,TEXT,Country where the match took place.,United Arab Emirates,0
aircraft,airport,%_Change_2007,TEXT,Percentage change in passengers compared to 2007.,1.5%,0
aircraft,airport,International_Passengers,REAL,Number of international passengers at the airport.,61344438.0,0
aircraft,match,Fastest_Qualifying,TEXT,Name of the pilot with the fastest qualifying time.,Hannes Arch,0
aircraft,airport,Aircraft_Movements,REAL,Number of aircraft movements at the airport.,478693.0,0
aircraft,pilot,Pilot_Id,int(11),Unique identifier for each pilot.,1,0
aircraft,match,Location,TEXT,Location where the match took place.,"Mina' Zayid , Abu Dhabi",0
aircraft,airport,Transit_Passengers,REAL,Number of transit passengers at the airport.,147791.0,0
aircraft,airport,Airport_ID,INT,Unique identifier for each airport.,1,0
aircraft,aircraft,Max_disk_Loading,varchar(50),Maximum disk loading of the aircraft.,2.6 lb/ftÂ² (14 kg/mÂ²),0
aircraft,aircraft,Total_disk_area,varchar(50),Total disk area of the aircraft.,497 ftÂ² (46.2 mÂ²),0
aircraft,match,Date,TEXT,Date of the match.,March 26â27,0
aircraft,match,Round,REAL,Unique identifier for each match round.,1.0,0
aircraft,match,Winning_Pilot,TEXT,"Foreign key referencing the Pilot table, representing the winning pilot.",1,0
aircraft,airport,Total_Passengers,REAL,Total number of passengers at the airport.,67054745.0,0
aircraft,airport_aircraft,Aircraft_ID,INT,Foreign key referencing the Aircraft table.,5,0
aircraft,pilot,Name,varchar(50),Name of the pilot.,Prof. Zackery Collins,0
aircraft,airport,Freight_Metric_Tonnes,REAL,Amount of freight handled at the airport in metric tonnes.,1397054.0,0
aircraft,airport,Airport_Name,TEXT,Name of the airport.,London Heathrow,0
aircraft,pilot,Age,int(11),Age of the pilot.,23,0
aircraft,aircraft,Aircraft_ID,int(11),Unique identifier for each aircraft.,1,0
aircraft,aircraft,Aircraft,varchar(50),Name of the aircraft model.,Robinson R-22,0
