Database name,Table Name,Field Name,Type,Description,Example,turn_n
customers_campaigns_ecommerce,Order_Items,item_order_quantity,VARCHAR(80),Quantity of the item ordered.,,0
customers_campaigns_ecommerce,Mailshot_Customers,mailshot_id,INTEGER,"Foreign key referencing the Mailshot_Campaigns table, indicating the mailshot campaign.",4,0
customers_campaigns_ecommerce,Customers,customer_email,VARCHAR(80),Email address of the customer.,rodriguez.nathanael@example.net,0
customers_campaigns_ecommerce,Customer_Orders,order_shipping_charges,VARCHAR(255),Shipping charges associated with the order.,85.79,0
customers_campaigns_ecommerce,Premises,premises_type,VARCHAR(15),"Type of premise (e.g., Office, Residence).",Warehouse,0
customers_campaigns_ecommerce,Mailshot_Campaigns,product_category,VARCHAR(15),Category of products promoted in the mailshot campaign.,,0
customers_campaigns_ecommerce,Customers,payment_method,VARCHAR(15),Method of payment used by the customer.,Credit Card,0
customers_campaigns_ecommerce,Customers,customer_login,VARCHAR(80),Login name for the customer.,,0
customers_campaigns_ecommerce,Customers,customer_name,VARCHAR(80),Name of the customer.,Wendell,0
customers_campaigns_ecommerce,Customer_Orders,order_id,INTEGER,Primary key uniquely identifying the order.,1,0
customers_campaigns_ecommerce,Customer_Addresses,premise_id,INTEGER,"Foreign key referencing the Premises table, indicating the premise associated with the address.",1,0
customers_campaigns_ecommerce,Customer_Orders,customer_id,INTEGER,"Foreign key referencing the Customers table, indicating the customer who placed the order.",2,0
customers_campaigns_ecommerce,Order_Items,item_delivered_datetime,DATETIME,Timestamp indicating when the item was delivered.,,0
customers_campaigns_ecommerce,Products,product_name,VARCHAR(80),Name of the product.,,0
customers_campaigns_ecommerce,Mailshot_Campaigns,mailshot_end_date,DATETIME,Timestamp indicating when the mailshot campaign ended.,,0
customers_campaigns_ecommerce,Order_Items,item_status_code,VARCHAR(15),Code indicating the status of the item.,,0
customers_campaigns_ecommerce,Customer_Addresses,date_address_from,DATETIME,Timestamp indicating when the address became valid.,1992-08-23 21:17:38,0
customers_campaigns_ecommerce,Customer_Orders,order_status_code,VARCHAR(15),"Code indicating the status of the order (e.g., Cancelled, Paid).",Cancelled,0
customers_campaigns_ecommerce,Mailshot_Campaigns,mailshot_start_date,DATETIME,Timestamp indicating when the mailshot campaign started.,,0
customers_campaigns_ecommerce,Products,product_category,VARCHAR(15),Category of the product.,,0
customers_campaigns_ecommerce,Premises,premise_details,VARCHAR(255),Details about the premise.,036 Lueilwitz Harbor,0
customers_campaigns_ecommerce,Customers,customer_address,VARCHAR(255),Address of the customer.,618 Webster Stream Apt. 161,0
customers_campaigns_ecommerce,Customer_Addresses,date_address_to,DATETIME,Timestamp indicating when the address ceased to be valid.,2018-02-28 20:54:58,0
customers_campaigns_ecommerce,Customer_Addresses,address_type_code,VARCHAR(15),"Code indicating the type of address (e.g., Shipping, Billing).",Billing,0
customers_campaigns_ecommerce,Premises,premise_id,INTEGER,Primary key uniquely identifying the premise.,1,0
customers_campaigns_ecommerce,Customer_Orders,order_delivered_datetime,DATETIME,Timestamp indicating when the order was delivered.,2018-03-20 12:00:00,0
customers_campaigns_ecommerce,Mailshot_Customers,customer_id,INTEGER,"Foreign key referencing the Customers table, indicating the customer.",3,0
customers_campaigns_ecommerce,Mailshot_Customers,mailshot_customer_date,DATETIME,Timestamp indicating when the mailshot was sent to the customer.,2018-03-15 15:43:14,0
customers_campaigns_ecommerce,Order_Items,product_id,INTEGER,"Foreign key referencing the Products table, indicating the product in the order item.",,0
customers_campaigns_ecommerce,Mailshot_Campaigns,mailshot_name,VARCHAR(80),Name of the mailshot campaign.,,0
customers_campaigns_ecommerce,Customers,customer_phone,VARCHAR(80),Phone number of the customer.,(773)971-9411x759,0
customers_campaigns_ecommerce,Products,product_id,INTEGER,Primary key uniquely identifying the product.,,0
customers_campaigns_ecommerce,Order_Items,order_item_status_code,VARCHAR(15),Code indicating the status of the order item.,,0
customers_campaigns_ecommerce,Order_Items,order_id,INTEGER,"Foreign key referencing the Customer_Orders table, indicating the order the item belongs to.",,0
customers_campaigns_ecommerce,Customers,customer_password,VARCHAR(10),Password for the customer.,b4459ad261,0
customers_campaigns_ecommerce,Order_Items,item_id,INTEGER,Identifier for the order item.,,0
customers_campaigns_ecommerce,Customer_Addresses,customer_id,INTEGER,"Foreign key referencing the Customers table, indicating the customer associated with the address.",15,0
customers_campaigns_ecommerce,Customer_Orders,shipping_method_code,VARCHAR(15),Code indicating the shipping method used for the order.,Unspecified,0
customers_campaigns_ecommerce,Mailshot_Customers,outcome_code,VARCHAR(15),Code indicating the outcome of the mailshot for the customer.,Order,0
customers_campaigns_ecommerce,Customer_Orders,order_placed_datetime,DATETIME,Timestamp indicating when the order was placed.,2015-06-15 18:19:26,0
customers_campaigns_ecommerce,Mailshot_Campaigns,mailshot_id,INTEGER,Primary key uniquely identifying the mailshot campaign.,,0
customers_campaigns_ecommerce,Customers,customer_id,INTEGER,Primary key uniquely identifying the customer.,1,0
